,Long Phones,Number of Identical Phonemes,Number of Identical Stresses,Long Stresses,Similar Pairs Phoneme,Short Stresses,Error Word Pronunciations,Error Word,Similar Pairs Stress,Stress Evaluation,Correct Word Pronunciations,Short Phones,Phoneme Evaluation,Correct word
237,12,1,0,4,"[('M', 'W'), ('ZH', 'R'), ('ER0', 'SH'), ('IH0', 'UH1'), ('NG', 'D')]",3,"[['M', 'EH1', 'ZH', 'ER0', 'IH0', 'NG']]",measuring,"[('M', 'HH'), ('EH1', 'W'), ('ZH', 'EH1'), ('ER0', 'R'), ('IH0', 'SH'), ('NG', 'UH1')]","NO STRESS SIMILARITY
","[['W', 'EH1', 'R', 'SH', 'UH1', 'D', 'W', 'IY1', 'R', 'AE1', 'NG', 'K'], ['HH', 'W', 'EH1', 'R', 'SH', 'UH1', 'D', 'W', 'IY1', 'R', 'AE1', 'NG', 'K']]",6,"NO PHONETIC SIMILARITY
",where should we rank
238,5,3,1,1,"[('R', 'OW1')]",1,"[['G', 'R', 'UW1', 'P', 'S']]",groups,"[('R', 'OW1')]","STRESS SIMILARITY
","[['R', 'OW1', 'P', 'S']]",4,"MINOR LEXICAL
",ropes
239,0,0,0,2,[],0,[['No arpabet available']],Wroldsen,"[('No arpabet available', 'R')]","NO STRESS SIMILARITY
","[['R', 'OW1', 'P', 'S', 'AA1', 'R'], ['R', 'OW1', 'P', 'S', 'ER0']]",0,"PHONETIC SIMILARITY
",ropes are
240,0,0,0,1,[],0,[['No arpabet available']],Andrelton,"[('No arpabet available', 'HH')]","NO STRESS SIMILARITY
","[['W', 'AH1', 'N'], ['HH', 'W', 'AH1', 'N']]",0,"PHONETIC SIMILARITY
",one
241,2,1,1,1,[],1,"[['AE1', 'N'], ['AH0', 'N']]",an,[],"STRESS SIMILARITY
","[['AH0'], ['EY1']]",1,"PHONETIC SIMILARITY
",a
242,0,0,0,3,[],0,[['No arpabet available']],iPhone,"[('No arpabet available', 'N')]","NO STRESS SIMILARITY
","[['N', 'AY1', 'F', 'F', 'AO1', 'R', 'W', 'AH1', 'N'], ['N', 'AY1', 'F', 'F', 'AO1', 'R', 'W', 'AH1', 'N'], ['N', 'AY1', 'F', 'F', 'ER0', 'W', 'AH1', 'N'], ['N', 'AY1', 'F', 'F', 'ER0', 'HH', 'W', 'AH1', 'N'], ['N', 'AY1', 'F', 'F', 'R', 'ER0', 'HH', 'W', 'AH1', 'N'], ['N', 'AY1', 'F', 'F', 'R', 'ER0', 'HH', 'W', 'AH1', 'N']]",0,"PHONETIC SIMILARITY
",knife for one
243,5,2,1,2,"[('N', 'F')]",1,"[['T', 'AH0', 'N', 'AY1', 'T'], ['T', 'UW0', 'N', 'AY1', 'T']]",tonight,"[('N', 'F')]","STRESS SIMILARITY
","[['N', 'AY1', 'F']]",3,"PHONETIC SIMILARITY
",knife
244,3,3,1,1,[],1,"[['L', 'AY1', 'F']]",life,[],"STRESS SIMILARITY
","[['L', 'AY1', 'F']]",3,"HOMOPHONES
",life
245,3,2,1,1,"[('S', 'F')]",1,"[['N', 'AY1', 'S'], ['N', 'IY1', 'S']]",nice,"[('IY1', 'AY1'), ('S', 'F')]","STRESS SIMILARITY
","[['N', 'AY1', 'F']]",3,"MINOR LEXICAL
",knife
246,0,0,1,1,[],1,"[['Y', 'UW1']]",you,"[('Y', 'W'), ('UW1', 'IY1')]","STRESS SIMILARITY
","[['W', 'IY1']]",0,"PHONETIC SIMILARITY
",we
247,10,7,2,4,"[('AH0', 'F'), ('D', 'AO1')]",4,"[['IH1', 'N', 'D', 'AH0', 'K', 'EY2', 'T', 'AH0', 'D'], ['IH1', 'N', 'D', 'AH0', 'K', 'EY2', 'T', 'IH0', 'D']]",indicated,"[('IH0', 'F'), ('D', 'R')]","NO STRESS SIMILARITY
","[['IH1', 'N', 'D', 'AH0', 'K', 'EY2', 'T', 'F', 'AO1', 'R'], ['IH1', 'N', 'D', 'AH0', 'K', 'EY2', 'T', 'F', 'ER0'], ['IH1', 'N', 'D', 'AH0', 'K', 'EY2', 'T', 'F', 'R', 'ER0']]",9,"MINOR LEXICAL
",indicate for
248,0,0,1,1,[],1,"[['DH', 'AE1', 'T'], ['DH', 'AH0', 'T']]",that,"[('DH', 'HH'), ('AE1', 'EH1'), ('T', 'L')]","STRESS SIMILARITY
","[['HH', 'EH1', 'L', 'P']]",0,"PHONETIC SIMILARITY
",help
249,0,0,0,4,[],0,[['No arpabet available']],Zaferes,"[('No arpabet available', 'S')]","NO STRESS SIMILARITY
","[['S', 'OW1', 'IH1', 'F', 'DH', 'EH1', 'R', 'IH1', 'Z'], ['S', 'OW1', 'IH1', 'F', 'DH', 'EH1', 'R', 'IH1', 'Z'], ['S', 'OW1', 'IH0', 'F', 'DH', 'EH1', 'R', 'IH0', 'Z'], ['S', 'OW1', 'IH0', 'F', 'DH', 'EH1', 'R', 'IH0', 'Z']]",0,"PHONETIC SIMILARITY
",So if there is
250,0,0,1,2,[],1,"[['EH1', 'V', 'ER0', 'IY0'], ['EH1', 'V', 'R', 'IY0']]",every,"[('EH1', 'IH1'), ('V', 'F')]","STRESS SIMILARITY
","[['IH1', 'F'], ['IH0', 'F']]",0,"PHONETIC SIMILARITY
",if
251,5,1,0,2,"[('IH1', 'W'), ('UW0', 'SH')]",2,"[['IH1', 'SH', 'UW0']]",issue,"[('IH1', 'W'), ('SH', 'IY1'), ('UW0', 'SH')]","NO STRESS SIMILARITY
","[['W', 'IY1', 'SH', 'UW1', 'T']]",3,"PHONETIC SIMILARITY
",we shoot
252,0,0,0,3,[],2,"[['B', 'IH0', 'F', 'AO1', 'R'], ['B', 'IY2', 'F', 'AO1', 'R']]",before,"[('B', 'EY1'), ('IY2', 'F'), ('F', 'AY1'), ('AO1', 'R'), ('R', 'W')]","NO STRESS SIMILARITY
","[['AH0', 'F', 'AY1', 'R', 'W', 'ER2', 'K'], ['EY1', 'F', 'AY1', 'R', 'W', 'ER2', 'K']]",0,"PHONETIC SIMILARITY
",a firework
253,6,1,1,2,[],1,[['AY1']],I,[],"STRESS SIMILARITY
","[['F', 'AY1', 'R', 'W', 'ER2', 'K']]",1,"PHONETIC SIMILARITY
",firework
254,6,1,1,2,"[('UH1', 'AY1'), ('D', 'R')]",1,"[['W', 'UH1', 'D']]",would,"[('W', 'F'), ('UH1', 'AY1'), ('D', 'R')]","STRESS SIMILARITY
","[['F', 'AY1', 'R', 'W', 'ER2', 'K']]",3,"NO PHONETIC SIMILARITY
",firework
255,4,2,1,1,"[('B', 'DH')]",1,"[['B', 'EH1', 'N', 'D']]",bend,"[('B', 'DH')]","STRESS SIMILARITY
","[['DH', 'EH1', 'N']]",3,"MINOR LEXICAL
",then
256,0,0,0,0,[],1,[['']],%OMISSION,"[('', 'ER0')]","NO STRESS SIMILARITY
","[['AO1', 'R'], ['ER0']]",0,"PHONETIC SIMILARITY
",or
257,2,2,1,1,[],1,"[['T', 'UW1'], ['T', 'IH0'], ['T', 'AH0']]",to,[],"STRESS SIMILARITY
","[['T', 'UW1']]",2,"HOMOPHONES
",two
258,0,0,1,1,[],1,"[['T', 'UW1'], ['T', 'IH0'], ['T', 'AH0']]",to,"[('T', 'W'), ('UW1', 'UH1')]","STRESS SIMILARITY
","[['W', 'UH1', 'D']]",0,"PHONETIC SIMILARITY
",would
259,8,4,2,3,"[('P', 'P'), ('ER0', 'R')]",3,"[['P', 'ER0', 'IH1', 'ZH', 'AH0', 'N']]",Parisian,"[('P', 'P'), ('ER0', 'R')]","NO STRESS SIMILARITY
","[['P', 'R', 'AH0', 'V', 'IH1', 'ZH', 'AH0', 'N']]",6,"PHONETIC SIMILARITY
",provision
260,4,2,1,1,"[('DH', 'L'), ('AE1', 'EH1')]",1,"[['DH', 'AE1', 'T', 'S']]",that's,"[('DH', 'L'), ('AE1', 'EH1')]","STRESS SIMILARITY
","[['L', 'EH1', 'T', 'S']]",4,"MINOR LEXICAL
",Let's
261,4,1,1,2,[],1,"[['AH0'], ['EY1']]",a,"[('EY1', 'AH0')]","STRESS SIMILARITY
","[['AH0', 'S', 'UW1', 'M']]",1,"PHONETIC SIMILARITY
",assume
262,5,2,2,2,"[('R', 'AH0'), ('IH0', 'S')]",2,"[['R', 'IH0', 'Z', 'UW1', 'M'], ['R', 'IY0', 'Z', 'UW1', 'M'], ['R', 'EH1', 'Z', 'AH0', 'M', 'EY2']]",resume,"[('R', 'AH0'), ('IY0', 'S')]","STRESS SIMILARITY
","[['AH0', 'S', 'UW1', 'M']]",4,"PHONETIC SIMILARITY
",assume
263,5,2,2,2,"[('R', 'AH0'), ('IH0', 'S')]",2,"[['R', 'IH0', 'Z', 'UW1', 'M'], ['R', 'IY0', 'Z', 'UW1', 'M'], ['R', 'EH1', 'Z', 'AH0', 'M', 'EY2']]",resume,"[('R', 'AH0'), ('IY0', 'S')]","STRESS SIMILARITY
","[['AH0', 'S', 'UW1', 'M']]",4,"PHONETIC SIMILARITY
",assume
264,0,0,1,2,[],1,"[['IH1', 'Z'], ['IH0', 'Z']]",is,"[('IH0', 'AH0'), ('Z', 'S')]","STRESS SIMILARITY
","[['AH0', 'S', 'UW1', 'M']]",0,"PHONETIC SIMILARITY
",assume
265,4,1,1,2,"[('Y', 'AH0')]",1,"[['Y', 'UW1']]",you,"[('Y', 'AH0')]","STRESS SIMILARITY
","[['AH0', 'S', 'UW1', 'M']]",2,"PHONETIC SIMILARITY
",assume
266,4,1,1,1,"[('AO1', 'ER1'), ('R', 'S')]",1,"[['F', 'AO1', 'R'], ['F', 'ER0'], ['F', 'R', 'ER0']]",for,"[('AO1', 'ER1'), ('R', 'S')]","STRESS SIMILARITY
","[['F', 'ER1', 'S', 'T']]",3,"MINOR LEXICAL
",first
267,0,0,0,2,[],2,"[['S', 'EH1', 'N', 'D', 'IH0', 'NG']]",sending,"[('S', 'AE1'), ('EH1', 'N'), ('N', 'D'), ('D', 'DH'), ('IH0', 'EH1'), ('NG', 'N')]","NO STRESS SIMILARITY
","[['AH0', 'N', 'D', 'DH', 'EH1', 'N'], ['AE1', 'N', 'D', 'DH', 'EH1', 'N']]",0,"PHONETIC SIMILARITY
",and then
268,4,1,1,1,"[('AO1', 'ER1'), ('R', 'S')]",1,"[['F', 'AO1', 'R'], ['F', 'ER0'], ['F', 'R', 'ER0']]",for,"[('AO1', 'ER1'), ('R', 'S')]","STRESS SIMILARITY
","[['F', 'ER1', 'S', 'T']]",3,"MINOR LEXICAL
",first
269,7,1,0,2,"[('S', 'AH0'), ('T', 'N'), ('AE1', 'D'), ('N', 'DH'), ('T', 'EH1')]",2,"[['S', 'T', 'AE1', 'N', 'T', 'AH0', 'N']]",Stanton,"[('S', 'AE1'), ('T', 'N'), ('AE1', 'D'), ('N', 'DH'), ('T', 'EH1')]","NO STRESS SIMILARITY
","[['AH0', 'N', 'D', 'DH', 'EH1', 'N'], ['AE1', 'N', 'D', 'DH', 'EH1', 'N']]",6,"NO PHONETIC SIMILARITY
",and then
270,0,0,0,4,[],0,[['No arpabet available']],Cooper S,"[('No arpabet available', 'EY1')]","NO STRESS SIMILARITY
","[['AH0', 'R', 'OW1', 'P', 'AE1', 'Z', 'W', 'EH1', 'L'], ['AH0', 'R', 'OW1', 'P', 'AE1', 'Z', 'W', 'EH1', 'L'], ['EY1', 'R', 'OW1', 'P', 'EH1', 'Z', 'W', 'EH1', 'L'], ['EY1', 'R', 'OW1', 'P', 'EH1', 'Z', 'W', 'EH1', 'L']]",0,"PHONETIC SIMILARITY
",a rope as well
271,0,0,1,1,[],1,[['AY1']],I,"[('AY1', 'EY1')]","STRESS SIMILARITY
","[['AH0'], ['EY1']]",0,"PHONETIC SIMILARITY
",a
272,3,2,1,1,"[('HH', 'R')]",1,"[['HH', 'OW1', 'P']]",hope,"[('HH', 'R')]","STRESS SIMILARITY
","[['R', 'OW1', 'P']]",3,"MINOR LEXICAL
",rope
273,4,2,1,1,"[('R', 'OW1')]",1,"[['G', 'R', 'UW1', 'P']]",group,"[('R', 'OW1')]","STRESS SIMILARITY
","[['R', 'OW1', 'P']]",3,"MINOR LEXICAL
",rope
274,10,1,2,4,"[('F', 'AY1'), ('R', 'TH'), ('AO1', 'IH1'), ('S', 'NG'), ('T', 'K'), ('D', 'F')]",2,"[['F', 'R', 'AO1', 'S', 'T', 'AH0', 'D'], ['F', 'R', 'AO1', 'S', 'T', 'IH0', 'D']]",frosted,"[('F', 'AY1'), ('R', 'TH'), ('AO1', 'IH1'), ('S', 'NG'), ('T', 'K'), ('IH0', 'AH0'), ('D', 'F')]","STRESS SIMILARITY
","[['AY1', 'TH', 'IH1', 'NG', 'K', 'AH0', 'F', 'ER1', 'S', 'T'], ['AY1', 'TH', 'IH1', 'NG', 'K', 'EY1', 'F', 'ER1', 'S', 'T']]",7,"NO PHONETIC SIMILARITY
",I think a first
275,5,1,0,2,"[('K', 'EY1'), ('UH1', 'D'), ('IY0', 'IH1')]",2,"[['K', 'UH1', 'K', 'IY0']]",cookie,"[('K', 'EY1'), ('UH1', 'D'), ('K', 'K'), ('IY0', 'IH1')]","NO STRESS SIMILARITY
","[['EY1', 'D', 'K', 'IH1', 'T']]",4,"PHONETIC SIMILARITY
",aid kit
276,0,0,0,2,[],0,[['No arpabet available']],Tessile,"[('No arpabet available', 'EH1')]","NO STRESS SIMILARITY
","[['AE1', 'Z', 'W', 'EH1', 'L'], ['EH1', 'Z', 'W', 'EH1', 'L']]",0,"PHONETIC SIMILARITY
",as well
277,5,2,1,2,"[('L', 'IH0'), ('IH0', 'NG')]",2,"[['R', 'OW1', 'L', 'IH0', 'NG']]",rolling,"[('R', 'R'), ('OW1', 'OW1')]","NO STRESS SIMILARITY
","[['R', 'OW1', 'IH0', 'NG']]",4,"MINOR LEXICAL
",rowing
278,5,3,0,2,"[('EH1', 'AH1'), ('AH0', 'AE1')]",2,"[['S', 'EH1', 'N', 'AH0', 'T'], ['S', 'EH1', 'N', 'IH0', 'T']]",Senate,"[('EH1', 'AH1'), ('IH0', 'AE1')]","NO STRESS SIMILARITY
","[['S', 'AH1', 'N', 'AE1', 'T']]",5,"MINOR LEXICAL
",sun at
279,2,2,1,1,[],1,"[['S', 'IY1']]",see,[],"STRESS SIMILARITY
","[['S', 'IY1']]",2,"HOMOPHONES
",sea
280,3,1,1,1,"[('T', 'Z')]",1,"[['IH1', 'T', 'S'], ['IH0', 'T', 'S']]",it's,"[('T', 'Z')]","STRESS SIMILARITY
","[['IH1', 'Z'], ['IH0', 'Z']]",2,"PHONETIC SIMILARITY
",is
281,0,0,0,2,[],0,[['No arpabet available']],Bairin,"[('No arpabet available', 'B')]","NO STRESS SIMILARITY
","[['B', 'AE1', 'R', 'AH0', 'N'], ['B', 'EH1', 'R', 'AH0', 'N']]",0,"PHONETIC SIMILARITY
",barren
282,9,5,0,2,"[('L', 'IH1'), ('F', 'S')]",2,"[['F', 'AO1', 'R', 'K', 'L', 'IH2', 'F', 'T', 'S']]",forklifts,"[('F', 'ER0'), ('AO1', 'K'), ('R', 'L'), ('K', 'IH1'), ('L', 'F')]","NO STRESS SIMILARITY
","[['AO1', 'R', 'K', 'L', 'IH1', 'F', 'S'], ['ER0', 'K', 'L', 'IH1', 'F', 'S']]",7,"MINOR LEXICAL
",or cliffs
283,0,0,1,2,[],1,"[['DH', 'EY1']]",they,"[('DH', 'N'), ('EY1', 'EH1')]","STRESS SIMILARITY
","[['N', 'EH1', 'V', 'ER0']]",0,"PHONETIC SIMILARITY
",never
284,0,0,1,2,[],1,"[['W', 'UH1', 'D']]",would,"[('W', 'N'), ('UH1', 'EH1'), ('D', 'V')]","STRESS SIMILARITY
","[['N', 'EH1', 'V', 'ER0']]",0,"PHONETIC SIMILARITY
",never
285,2,1,1,1,"[('D', 'T')]",1,"[['D', 'UW1']]",do,"[('D', 'T')]","STRESS SIMILARITY
","[['T', 'UW1']]",2,"PHONETIC SIMILARITY
",too
286,2,2,1,1,[],1,"[['T', 'UW1'], ['T', 'IH0'], ['T', 'AH0']]",to,[],"STRESS SIMILARITY
","[['T', 'UW1']]",2,"HOMOPHONES
",too
287,0,0,0,1,[],0,[['No arpabet available']],10,"[('No arpabet available', 'TH')]","NO STRESS SIMILARITY
","[['TH', 'IH1', 'N']]",0,"PHONETIC SIMILARITY
",thin
288,2,2,1,1,[],1,"[['T', 'UW1'], ['T', 'IH0'], ['T', 'AH0']]",to,[],"STRESS SIMILARITY
","[['T', 'UW1']]",2,"HOMOPHONES
",too
289,3,2,1,1,"[('D', 'R')]",1,"[['D', 'IH1', 'CH']]",ditch,"[('D', 'R')]","STRESS SIMILARITY
","[['R', 'IH1', 'CH']]",3,"MINOR LEXICAL
",rich
290,6,1,1,2,"[('AH0', 'R')]",1,"[['DH', 'AH0'], ['DH', 'AH1'], ['DH', 'IY0']]",the,"[('IY0', 'R')]","STRESS SIMILARITY
","[['B', 'R', 'IY1', 'DH', 'IH0', 'NG']]",2,"PHONETIC SIMILARITY
",breathing
291,6,1,1,2,"[('TH', 'B'), ('IH1', 'R')]",1,"[['TH', 'IH1', 'NG']]",thing,"[('TH', 'B'), ('IH1', 'R'), ('NG', 'IY1')]","STRESS SIMILARITY
","[['B', 'R', 'IY1', 'DH', 'IH0', 'NG']]",3,"PHONETIC SIMILARITY
",breathing
292,6,4,2,2,"[('D', 'IY1')]",2,"[['R', 'EH1', 'D', 'IH0', 'NG'], ['R', 'IY1', 'D', 'IH0', 'NG']]",reading,"[('D', 'IY1')]","STRESS SIMILARITY
","[['B', 'R', 'IY1', 'DH', 'IH0', 'NG']]",5,"MINOR LEXICAL
",breathing
293,5,4,2,2,"[('AH0', 'ER0')]",2,"[['S', 'AE1', 'T', 'AH0', 'N']]",satin,"[('AH0', 'ER0')]","STRESS SIMILARITY
","[['S', 'AE1', 'T', 'ER0', 'N']]",5,"MINOR LEXICAL
",Saturn
294,4,1,1,2,"[('G', 'K'), ('T', 'R')]",1,"[['G', 'EH1', 'T'], ['G', 'IH1', 'T']]",get,"[('G', 'K'), ('IH1', 'EH1'), ('T', 'R')]","STRESS SIMILARITY
","[['K', 'AE1', 'R', 'IY0'], ['K', 'EH1', 'R', 'IY0']]",3,"PHONETIC SIMILARITY
",carry
295,0,0,1,2,[],1,"[['IH1', 'T'], ['IH0', 'T']]",it,"[('IH1', 'K'), ('T', 'EH1')]","STRESS SIMILARITY
","[['K', 'AE1', 'R', 'IY0'], ['K', 'EH1', 'R', 'IY0']]",0,"PHONETIC SIMILARITY
",carry
296,0,0,0,2,[],0,[['No arpabet available']],Sombroek,"[('No arpabet available', 'S')]","NO STRESS SIMILARITY
","[['S', 'AH1', 'M', 'R', 'OW1', 'P']]",0,"PHONETIC SIMILARITY
",some rope
297,6,4,0,2,"[('AH2', 'UH1'), ('N', 'D')]",2,"[['S', 'AH1', 'M', 'W', 'AH2', 'N']]",someone,"[('AH2', 'UH1'), ('N', 'D')]","NO STRESS SIMILARITY
","[['S', 'AH1', 'M', 'W', 'UH1', 'D']]",6,"MINOR LEXICAL
",some wood
298,0,0,1,1,[],1,"[['AY1', 'L']]",I'll,"[('AY1', 'AA1'), ('L', 'R')]","STRESS SIMILARITY
","[['AA1', 'R'], ['ER0']]",0,"PHONETIC SIMILARITY
",are
299,2,1,1,1,"[('B', 'W')]",1,"[['B', 'IY1'], ['B', 'IY0']]",be,"[('B', 'W')]","STRESS SIMILARITY
","[['W', 'IY1']]",2,"PHONETIC SIMILARITY
",we
300,5,3,2,2,"[('HH', 'AE1')]",2,"[['HH', 'EH1', 'D', 'IH0', 'NG']]",heading,"[('HH', 'AE1')]","STRESS SIMILARITY
","[['AE1', 'D', 'IH0', 'NG']]",4,"MINOR LEXICAL
",adding
301,4,1,1,1,"[('AH1', 'R')]",1,"[['AH1', 'P']]",up,"[('AH1', 'R')]","STRESS SIMILARITY
","[['R', 'OW1', 'P', 'S']]",2,"PHONETIC SIMILARITY
",ropes
302,3,1,1,1,"[('S', 'K'), ('K', 'S')]",1,"[['AE1', 'S', 'K']]",ask,"[('S', 'K'), ('K', 'S')]","STRESS SIMILARITY
","[['AE1', 'K', 'S']]",3,"MINOR LEXICAL
",axe
303,4,1,1,1,"[('TH', 'T'), ('T', 'R')]",1,"[['TH', 'AO1', 'T']]",thought,"[('TH', 'T'), ('T', 'R')]","STRESS SIMILARITY
","[['T', 'AO1', 'R', 'CH']]",3,"PHONETIC SIMILARITY
",torch
304,2,2,1,1,[],1,"[['T', 'UW1'], ['T', 'IH0'], ['T', 'AH0']]",to,[],"STRESS SIMILARITY
","[['T', 'UW1']]",2,"HOMOPHONES
",two
305,4,1,1,2,"[('G', 'D'), ('IH0', 'N'), ('NG', 'T')]",1,"[['G', 'OW1', 'IH0', 'NG'], ['G', 'OW1', 'IH0', 'N']]",going,"[('G', 'D'), ('IH0', 'N')]","STRESS SIMILARITY
","[['D', 'OW1', 'N', 'T'], ['D', 'OW1', 'N']]",4,"MINOR LEXICAL
",don't
306,2,1,1,1,"[('T', 'Y')]",1,"[['T', 'UW1'], ['T', 'IH0'], ['T', 'AH0']]",to,"[('T', 'Y')]","STRESS SIMILARITY
","[['Y', 'UW1']]",2,"PHONETIC SIMILARITY
",you
307,9,7,3,4,"[('IH0', 'ER0')]",4,"[['N', 'AE1', 'V', 'AH0', 'G', 'EY2', 'T', 'IH0', 'D']]",navigated,"[('IH0', 'ER0')]","NO STRESS SIMILARITY
","[['N', 'AE1', 'V', 'AH0', 'G', 'EY2', 'T', 'ER0']]",8,"MINOR LEXICAL
",navigator
308,8,1,1,4,"[('N', 'Y'), ('OW0', 'EH1')]",1,"[['N', 'OW0', 'T', 'AO1', 'R', 'IY0', 'AH0', 'S']]",notorious,"[('N', 'Y'), ('OW0', 'EH1'), ('T', 'S')]","STRESS SIMILARITY
","[['Y', 'EH1', 'S']]",3,"NO PHONETIC SIMILARITY
",yes
309,4,3,2,2,"[('D', 'T')]",2,"[['AE1', 'D', 'AH0', 'D'], ['AE1', 'D', 'IH0', 'D']]",added,"[('D', 'T')]","STRESS SIMILARITY
","[['AE1', 'D', 'IH1', 'T'], ['AE1', 'D', 'IH0', 'T']]",4,"MINOR LEXICAL
",add it
310,5,3,1,1,"[('R', 'OW1')]",1,"[['G', 'R', 'UW1', 'P', 'S']]",groups,"[('R', 'OW1')]","STRESS SIMILARITY
","[['R', 'OW1', 'P', 'S']]",4,"MINOR LEXICAL
",ropes
311,5,3,1,1,"[('R', 'OW1')]",1,"[['T', 'R', 'UW1', 'P', 'S']]",troops,"[('R', 'OW1')]","STRESS SIMILARITY
","[['R', 'OW1', 'P', 'S']]",4,"MINOR LEXICAL
",ropes
312,5,3,1,1,"[('R', 'OW1')]",1,"[['G', 'R', 'UW1', 'P', 'S']]",groups,"[('R', 'OW1')]","STRESS SIMILARITY
","[['R', 'OW1', 'P', 'S']]",4,"MINOR LEXICAL
",ropes
313,0,0,1,1,[],1,"[['W', 'AH1', 'T', 'S'], ['HH', 'W', 'AH1', 'T', 'S']]",what's,"[('HH', 'F'), ('W', 'AO1'), ('AH1', 'R')]","STRESS SIMILARITY
","[['F', 'AO1', 'R'], ['F', 'ER0'], ['F', 'R', 'ER0']]",0,"PHONETIC SIMILARITY
",for
314,9,4,1,3,"[('IH0', 'S'), ('M', 'AH0')]",2,"[['IH0', 'M', 'P', 'AO1', 'R', 'T', 'AH0', 'N', 'T']]",important,"[('IH0', 'S'), ('M', 'AH0')]","NO STRESS SIMILARITY
","[['S', 'AH0', 'P', 'AO1', 'R', 'T']]",6,"PHONETIC SIMILARITY
",support
315,0,0,0,1,[],1,"[['D', 'AH1', 'Z'], ['D', 'IH0', 'Z']]",does,"[('D', 'EH1'), ('IH0', 'L'), ('Z', 'S')]","NO STRESS SIMILARITY
","[['EH1', 'L', 'S']]",0,"PHONETIC SIMILARITY
",else
316,0,0,1,1,[],1,"[['IH1', 'Z'], ['IH0', 'Z']]",is,"[('IH1', 'EH1'), ('Z', 'L')]","STRESS SIMILARITY
","[['EH1', 'L', 'S']]",0,"PHONETIC SIMILARITY
",else
317,0,0,1,1,[],1,"[['IH1', 'Z'], ['IH0', 'Z']]",is,"[('IH1', 'EH1'), ('Z', 'L')]","STRESS SIMILARITY
","[['EH1', 'L', 'S']]",0,"PHONETIC SIMILARITY
",else
318,0,0,0,2,[],0,[['']],%OMISSION,"[('', 'W')]","NO STRESS SIMILARITY
","[['W', 'UH1', 'D', 'B', 'IY1'], ['W', 'UH1', 'D', 'B', 'IY0']]",0,"PHONETIC SIMILARITY
",would be
319,2,1,1,1,"[('UW1', 'AE1')]",1,"[['Y', 'UW1']]",you,"[('UW1', 'AE1')]","STRESS SIMILARITY
","[['Y', 'AE1']]",2,"PHONETIC SIMILARITY
",yeah
320,5,1,0,3,"[('N', 'OW1'), ('IY1', 'Y'), ('T', 'AE1')]",2,"[['AH0', 'N', 'IY1', 'T', 'AH0']]",Anita,"[('N', 'OW1'), ('IY1', 'Y'), ('T', 'AE1')]","NO STRESS SIMILARITY
","[['N', 'OW1', 'Y', 'AE1']]",4,"PHONETIC SIMILARITY
",no yeah
